Time [s],Current [A],Terminal voltage [V],Cycle,Step
569.0,-2.5,4.228589889227962,0.0,2.0
570.0,-2.5,4.229367541663446,0.0,2.0
570.000000001,0.0,4.210029284710582,0.0,3.0
571.0,0.0,4.207213583314949,0.0,3.0
572.0,0.0,4.2045971631097725,0.0,3.0
573.0,0.0,4.202161839008122,0.0,3.0
574.0,0.0,4.199890898745848,0.0,3.0
575.0,0.0,4.197769335614359,0.0,3.0
576.0,0.0,4.195783879691244,0.0,3.0
577.0,0.0,4.193922813568967,0.0,3.0
578.0,0.0,4.19217522692314,0.0,3.0
579.0,0.0,4.1905311507282805,0.0,3.0
580.0,0.0,4.1889814120405005,0.0,3.0
581.0,0.0,4.187518661668531,0.0,3.0
582.0,0.0,4.186134907137069,0.0,3.0
583.0,0.0,4.184824930563117,0.0,3.0
584.0,0.0,4.1835819030923505,0.0,3.0
585.0,0.0,4.182401580048656,0.0,3.0
586.0,0.0,4.181278703809178,0.0,3.0
587.0,0.0,4.180209910457267,0.0,3.0
588.0,0.0,4.179190532538634,0.0,3.0
589.0,0.0,4.178216902784102,0.0,3.0
590.0,0.0,4.177286614461846,0.0,3.0
591.0,0.0,4.176396007237823,0.0,3.0
592.0,0.0,4.175542354184778,0.0,3.0
593.0,0.0,4.17472364073388,0.0,3.0
594.0,0.0,4.17393750941874,0.0,3.0
595.0,0.0,4.173181867365283,0.0,3.0
596.0,0.0,4.172454471651524,0.0,3.0
597.0,0.0,4.171754031090117,0.0,3.0
598.0,0.0,4.171079263572318,0.0,3.0
599.0,0.0,4.17042913754243,0.0,3.0
600.0,0.0,4.16980120491864,0.0,3.0
601.0,0.0,4.169194204224323,0.0,3.0
602.0,0.0,4.168607759644541,0.0,3.0
603.0,0.0,4.168041150823556,0.0,3.0
604.0,0.0,4.167493774627918,0.0,3.0
605.0,0.0,4.166962625224374,0.0,3.0
606.0,0.0,4.166448148159899,0.0,3.0
607.0,0.0,4.165949685934117,0.0,3.0
608.0,0.0,4.165466676378533,0.0,3.0
609.0,0.0,4.164998206772577,0.0,3.0
610.0,0.0,4.1645429199915345,0.0,3.0
611.0,0.0,4.1641007216410015,0.0,3.0
612.0,0.0,4.1636710663369385,0.0,3.0
613.0,0.0,4.16325346065624,0.0,3.0
614.0,0.0,4.1628471299862,0.0,3.0
615.0,0.0,4.162451571498087,0.0,3.0
616.0,0.0,4.162066421723589,0.0,3.0
617.0,0.0,4.16169126270297,0.0,3.0
618.0,0.0,4.161325704401287,0.0,3.0
619.0,0.0,4.1609692153506135,0.0,3.0
620.0,0.0,4.160621529491947,0.0,3.0
621.0,0.0,4.160282325457457,0.0,3.0
622.0,0.0,4.159951311130621,0.0,3.0
623.0,0.0,4.159628069141708,0.0,3.0
624.0,0.0,4.159312117980469,0.0,3.0
625.0,0.0,4.159003373346276,0.0,3.0
626.0,0.0,4.158701613036827,0.0,3.0
627.0,0.0,4.158406643057931,0.0,3.0
628.0,0.0,4.158118297327637,0.0,3.0
629.0,0.0,4.157836437392334,0.0,3.0
630.0,0.0,4.157560952154421,0.0,3.0
631.0,0.0,4.157291261979277,0.0,3.0
632.0,0.0,4.157026688466741,0.0,3.0
633.0,0.0,4.156767652572423,0.0,3.0
634.0,0.0,4.156514032810383,0.0,3.0
635.0,0.0,4.156265726685805,0.0,3.0
636.0,0.0,4.15602265052153,0.0,3.0
637.0,0.0,4.155784739291854,0.0,3.0
638.0,0.0,4.155551946463349,0.0,3.0
639.0,0.0,4.1553237049393745,0.0,3.0
640.0,0.0,4.155099377411003,0.0,3.0
641.0,0.0,4.154879446227916,0.0,3.0
642.0,0.0,4.154663814247297,0.0,3.0
643.0,0.0,4.154452393741274,0.0,3.0
644.0,0.0,4.154245106315513,0.0,3.0
645.0,0.0,4.154041882830858,0.0,3.0
646.0,0.0,4.153842663327825,0.0,3.0
647.0,0.0,4.153647101167119,0.0,3.0
648.0,0.0,4.153454830558504,0.0,3.0
649.0,0.0,4.153266067313362,0.0,3.0
650.0,0.0,4.153080721404211,0.0,3.0
651.0,0.0,4.152898707130987,0.0,3.0
652.0,0.0,4.152719943082192,0.0,3.0
653.0,0.0,4.152544352097112,0.0,3.0
654.0,0.0,4.152371861229269,0.0,3.0
655.0,0.0,4.1522023277734,0.0,3.0
656.0,0.0,4.152035610979901,0.0,3.0
657.0,0.0,4.1518717097175015,0.0,3.0
658.0,0.0,4.151710551395647,0.0,3.0
659.0,0.0,4.151552066364199,0.0,3.0
660.0,0.0,4.1513961878880865,0.0,3.0
661.0,0.0,4.15124285212288,0.0,3.0
662.0,0.0,4.151091998090975,0.0,3.0
663.0,0.0,4.1509435592345785,0.0,3.0
664.0,0.0,4.150797472097141,0.0,3.0
665.0,0.0,4.150653690629847,0.0,3.0
666.0,0.0,4.150512163297496,0.0,3.0
667.0,0.0,4.1503728411991965,0.0,3.0
668.0,0.0,4.15023567804895,0.0,3.0
669.0,0.0,4.150100630156968,0.0,3.0
670.0,0.0,4.149967656411437,0.0,3.0
671.0,0.0,4.1498366540695955,0.0,3.0
672.0,0.0,4.1497075385471796,0.0,3.0
673.0,0.0,4.149580332413257,0.0,3.0
674.0,0.0,4.149454998704056,0.0,3.0
675.0,0.0,4.14933150294905,0.0,3.0
676.0,0.0,4.149209813155258,0.0,3.0
677.0,0.0,4.149089899791887,0.0,3.0
678.0,0.0,4.148971735775508,0.0,3.0
679.0,0.0,4.148855296455618,0.0,3.0
680.0,0.0,4.1487405596006734,0.0,3.0
681.0,0.0,4.148627505384641,0.0,3.0
682.0,0.0,4.14851611637379,0.0,3.0
683.0,0.0,4.148406377514072,0.0,3.0
684.0,0.0,4.148298213522299,0.0,3.0
685.0,0.0,4.148191511522451,0.0,3.0
686.0,0.0,4.148086312994496,0.0,3.0
687.0,0.0,4.1479825873201,0.0,3.0
688.0,0.0,4.147880304164437,0.0,3.0
689.0,0.0,4.147779433472801,0.0,3.0
690.0,0.0,4.147679945467388,0.0,3.0
690.000000001,2.5,4.128614765545601,1.0,0.0
691.0,2.5,4.125806121237927,1.0,0.0
692.0,2.5,4.123215794986313,1.0,0.0
693.0,2.5,4.1208229134493735,1.0,0.0
694.0,2.5,4.118607471025524,1.0,0.0
695.0,2.5,4.116551784497935,1.0,0.0
696.0,2.5,4.114640381218213,1.0,0.0
697.0,2.5,4.112859689636109,1.0,0.0
698.0,2.5,4.111197424781445,1.0,0.0
699.0,2.5,4.1096425953611275,1.0,0.0
700.0,2.5,4.108185319207477,1.0,0.0
701.0,2.5,4.106817367636223,1.0,0.0
702.0,2.5,4.105530584404381,1.0,0.0
703.0,2.5,4.104318858718375,1.0,0.0
704.0,2.5,4.103175499004113,1.0,0.0
705.0,2.5,4.102095597490596,1.0,0.0
706.0,2.5,4.101073956789457,1.0,0.0
707.0,2.5,4.100106646480028,1.0,0.0
708.0,2.5,4.099189265075946,1.0,0.0
709.0,2.5,4.0983181499111465,1.0,0.0
710.0,2.5,4.0974904450012435,1.0,0.0
711.0,2.5,4.096702826328648,1.0,0.0
712.0,2.5,4.095952583807382,1.0,0.0
713.0,2.5,4.0952374707757215,1.0,0.0
714.0,2.5,4.094555187694315,1.0,0.0
715.0,2.5,4.093903667889831,1.0,0.0
716.0,2.5,4.093280877078022,1.0,0.0
717.0,2.5,4.092685281272766,1.0,0.0
718.0,2.5,4.092115414449436,1.0,0.0
719.0,2.5,4.091569972939239,1.0,0.0
720.0,2.5,4.09104717147136,1.0,0.0
721.0,2.5,4.090545739714515,1.0,0.0
722.0,2.5,4.0900648204169885,1.0,0.0
723.0,2.5,4.089603449382283,1.0,0.0
724.0,2.5,4.089160753388908,1.0,0.0
725.0,2.5,4.088735029900462,1.0,0.0
726.0,2.5,4.0883258737423,1.0,0.0
727.0,2.5,4.0879325054599285,1.0,0.0
728.0,2.5,4.087554207133284,1.0,0.0
729.0,2.5,4.087190186810957,1.0,0.0
730.0,2.5,4.086839527158593,1.0,0.0
731.0,2.5,4.086501759926133,1.0,0.0
732.0,2.5,4.0861762895157385,1.0,0.0
733.0,2.5,4.085862558779947,1.0,0.0
734.0,2.5,4.085559956599416,1.0,0.0
735.0,2.5,4.08526796397757,1.0,0.0
736.0,2.5,4.084986129068984,1.0,0.0
737.0,2.5,4.084713999265481,1.0,0.0
738.0,2.5,4.084451147597297,1.0,0.0
739.0,2.5,4.08419712400763,1.0,0.0
740.0,2.5,4.083951565539416,1.0,0.0
741.0,2.5,4.083714107407066,1.0,0.0
742.0,2.5,4.083484404949723,1.0,0.0
743.0,2.5,4.083262100125357,1.0,0.0
744.0,2.5,4.083046824275364,1.0,0.0
745.0,2.5,4.08283832164241,1.0,0.0
746.0,2.5,4.082636310723714,1.0,0.0
747.0,2.5,4.0824405255597345,1.0,0.0
748.0,2.5,4.082250714809793,1.0,0.0
749.0,2.5,4.082066640890373,1.0,0.0
750.0,2.5,4.0818880791738374,1.0,0.0
751.0,2.5,4.08171473227161,1.0,0.0
752.0,2.5,4.08154625823742,1.0,0.0
753.0,2.5,4.081382576608256,1.0,0.0
754.0,2.5,4.081223491802858,1.0,0.0
755.0,2.5,4.0810688177970835,1.0,0.0
756.0,2.5,4.080918377636783,1.0,0.0
757.0,2.5,4.080772002987455,1.0,0.0
758.0,2.5,4.08062953371918,1.0,0.0
759.0,2.5,4.080490740915204,1.0,0.0
760.0,2.5,4.080355347942114,1.0,0.0
761.0,2.5,4.080223318596588,1.0,0.0
762.0,2.5,4.080094506404174,1.0,0.0
763.0,2.5,4.079968770905705,1.0,0.0
764.0,2.5,4.0798459774126865,1.0,0.0
765.0,2.5,4.0797259967792545,1.0,0.0
766.0,2.5,4.079608705189785,1.0,0.0
767.0,2.5,4.079493948205887,1.0,0.0
768.0,2.5,4.079381547473939,1.0,0.0
769.0,2.5,4.079271442100604,1.0,0.0
770.0,2.5,4.079163519575337,1.0,0.0
771.0,2.5,4.079057671435461,1.0,0.0
772.0,2.5,4.078953793119238,1.0,0.0
773.0,2.5,4.078851783826287,1.0,0.0
774.0,2.5,4.07875154638534,1.0,0.0
775.0,2.5,4.0786529792242465,1.0,0.0
776.0,2.5,4.078555977035114,1.0,0.0
777.0,2.5,4.078460463561321,1.0,0.0
778.0,2.5,4.0783663529236325,1.0,0.0
779.0,2.5,4.078273562173607,1.0,0.0
780.0,2.5,4.078182011193613,1.0,0.0
781.0,2.5,4.078091622601979,1.0,0.0
782.0,2.5,4.078002321662702,1.0,0.0
783.0,2.5,4.077914035307862,1.0,0.0
784.0,2.5,4.077826692056932,1.0,0.0
785.0,2.5,4.0777402258409134,1.0,0.0
786.0,2.5,4.077654571435659,1.0,0.0
787.0,2.5,4.077569665857292,1.0,0.0
788.0,2.5,4.077485448296463,1.0,0.0
789.0,2.5,4.077401860056638,1.0,0.0
790.0,2.5,4.077318844495759,1.0,0.0
791.0,2.5,4.077236341050073,1.0,0.0
792.0,2.5,4.0771542857423775,1.0,0.0
793.0,2.5,4.0770726373132895,1.0,0.0
794.0,2.5,4.076991345937895,1.0,0.0
795.0,2.5,4.076910363576668,1.0,0.0
796.0,2.5,4.076829643933492,1.0,0.0
797.0,2.5,4.076749142416511,1.0,0.0
798.0,2.5,4.076668816102087,1.0,0.0
799.0,2.5,4.076588623701528,1.0,0.0
800.0,2.5,4.07650852553042,1.0,0.0
801.0,2.5,4.076428483480787,1.0,0.0
802.0,2.5,4.076348460995688,1.0,0.0
803.0,2.5,4.076268423046131,1.0,0.0
804.0,2.5,4.076188320415346,1.0,0.0
805.0,2.5,4.076108076853919,1.0,0.0
806.0,2.5,4.076027700246825,1.0,0.0
807.0,2.5,4.075947158610126,1.0,0.0
808.0,2.5,4.075866421197667,1.0,0.0
809.0,2.5,4.075785458480302,1.0,0.0
810.0,2.5,4.075704242126962,1.0,0.0
811.0,2.5,4.075622744987126,1.0,0.0
812.0,2.5,4.07554094107501,1.0,0.0
813.0,2.5,4.075458805555057,1.0,0.0
814.0,2.5,4.0753763147289055,1.0,0.0
815.0,2.5,4.075293446023828,1.0,0.0
816.0,2.5,4.075210177982228,1.0,0.0
817.0,2.5,4.075126478009019,1.0,0.0
818.0,2.5,4.075042268381398,1.0,0.0
819.0,2.5,4.0749575776201485,1.0,0.0
820.0,2.5,4.074872385282608,1.0,0.0
821.0,2.5,4.07478667174869,1.0,0.0
822.0,2.5,4.074700418206247,1.0,0.0
823.0,2.5,4.074613606637252,1.0,0.0
824.0,2.5,4.074526219804822,1.0,0.0
825.0,2.5,4.07443824124094,1.0,0.0
826.0,2.5,4.0743496552349345,1.0,0.0
827.0,2.5,4.07426044682273,1.0,0.0
828.0,2.5,4.074170601776774,1.0,0.0
829.0,2.5,4.074080106596522,1.0,0.0
830.0,2.5,4.073988944409249,1.0,0.0
831.0,2.5,4.07389706411082,1.0,0.0
832.0,2.5,4.07380448348669,1.0,0.0
833.0,2.5,4.073711189875896,1.0,0.0
834.0,2.5,4.073617171155592,1.0,0.0
835.0,2.5,4.073522415729633,1.0,0.0
836.0,2.5,4.073426912517358,1.0,0.0
837.0,2.5,4.073330650942989,1.0,0.0
838.0,2.5,4.073233620925456,1.0,0.0
839.0,2.5,4.073135812868662,1.0,0.0
840.0,2.5,4.073037217652044,1.0,0.0
841.0,2.5,4.072937826621785,1.0,0.0
842.0,2.5,4.072837631582176,1.0,0.0
843.0,2.5,4.072736624454799,1.0,0.0
844.0,2.5,4.072634785196609,1.0,0.0
845.0,2.5,4.07253211599917,1.0,0.0
846.0,2.5,4.07242860985028,1.0,0.0
847.0,2.5,4.072324260116496,1.0,0.0
848.0,2.5,4.072219060535384,1.0,0.0
849.0,2.5,4.072113005207956,1.0,0.0
850.0,2.5,4.072006088591653,1.0,0.0
851.0,2.5,4.07189830549335,1.0,0.0
852.0,2.5,4.071789651062911,1.0,0.0
853.0,2.5,4.071680120786833,1.0,0.0
854.0,2.5,4.071569710482282,1.0,0.0
855.0,2.5,4.071458416291358,1.0,0.0
856.0,2.5,4.071346234675647,1.0,0.0
857.0,2.5,4.071233157910828,1.0,0.0
858.0,2.5,4.071119185993691,1.0,0.0
859.0,2.5,4.0710043162925444,1.0,0.0
860.0,2.5,4.070888546282846,1.0,0.0
861.0,2.5,4.070771873720951,1.0,0.0
862.0,2.5,4.0706542966396135,1.0,0.0
863.0,2.5,4.070535813343663,1.0,0.0
864.0,2.5,4.070416422405941,1.0,0.0
865.0,2.5,4.070296122663345,1.0,0.0
866.0,2.5,4.070174913213193,1.0,0.0
867.0,2.5,4.070052793409649,1.0,0.0
868.0,2.5,4.069929762860374,1.0,0.0
869.0,2.5,4.069805821423346,1.0,0.0
870.0,2.5,4.069680951292653,1.0,0.0
871.0,2.5,4.069555163670968,1.0,0.0
872.0,2.5,4.069428460770549,1.0,0.0
873.0,2.5,4.069300842934896,1.0,0.0
874.0,2.5,4.069172310729855,1.0,0.0
875.0,2.5,4.069042864941206,1.0,0.0
876.0,2.5,4.06891250657255,1.0,0.0
877.0,2.5,4.068781236843257,1.0,0.0
878.0,2.5,4.068649057186542,1.0,0.0
879.0,2.5,4.06851596924772,1.0,0.0
880.0,2.5,4.068381974882488,1.0,0.0
881.0,2.5,4.068247076155449,1.0,0.0
882.0,2.5,4.06811127533861,1.0,0.0
883.0,2.5,4.067974574910159,1.0,0.0
884.0,2.5,4.067836977553112,1.0,0.0
885.0,2.5,4.067698486154311,1.0,0.0
886.0,2.5,4.067559103803314,1.0,0.0
887.0,2.5,4.067418833791489,1.0,0.0
888.0,2.5,4.067277679611176,1.0,0.0
889.0,2.5,4.067135644954893,1.0,0.0
890.0,2.5,4.066992733714616,1.0,0.0
891.0,2.5,4.066848892267121,1.0,0.0
892.0,2.5,4.066704158323439,1.0,0.0
893.0,2.5,4.066558545968444,1.0,0.0
894.0,2.5,4.066412058590058,1.0,0.0
895.0,2.5,4.066264699716728,1.0,0.0
896.0,2.5,4.066116473016315,1.0,0.0
897.0,2.5,4.065967382294969,1.0,0.0
898.0,2.5,4.065817431496182,1.0,0.0
899.0,2.5,4.065666624699817,1.0,0.0
900.0,2.5,4.065514966121278,1.0,0.0
901.0,2.5,4.0653624601105625,1.0,0.0
902.0,2.5,4.065209111151687,1.0,0.0
903.0,2.5,4.065054923861827,1.0,0.0
904.0,2.5,4.064899902990779,1.0,0.0
905.0,2.5,4.064744053420258,1.0,0.0
906.0,2.5,4.064587380163446,1.0,0.0
907.0,2.5,4.064429888364402,1.0,0.0
908.0,2.5,4.06427158329768,1.0,0.0
909.0,2.5,4.064112470367832,1.0,0.0
910.0,2.5,4.063952555109091,1.0,0.0
911.0,2.5,4.063791843184997,1.0,0.0
912.0,2.5,4.063630277497095,1.0,0.0
913.0,2.5,4.063467894940995,1.0,0.0
914.0,2.5,4.063304716928806,1.0,0.0
915.0,2.5,4.063140748220183,1.0,0.0
916.0,2.5,4.062975993642285,1.0,0.0
917.0,2.5,4.06281045808888,1.0,0.0
918.0,2.5,4.062644146519421,1.0,0.0
919.0,2.5,4.062477063958197,1.0,0.0
920.0,2.5,4.062309215493494,1.0,0.0
921.0,2.5,4.062140606276824,1.0,0.0
922.0,2.5,4.061971241522149,1.0,0.0
923.0,2.5,4.061801126505238,1.0,0.0
924.0,2.5,4.0616302665629105,1.0,0.0
925.0,2.5,4.061458667092474,1.0,0.0
926.0,2.5,4.061286333551058,1.0,0.0
927.0,2.5,4.061113271455032,1.0,0.0
928.0,2.5,4.060939486379491,1.0,0.0
929.0,2.5,4.060764983957747,1.0,0.0
930.0,2.5,4.060589769880763,1.0,0.0
931.0,2.5,4.060413849896752,1.0,0.0
932.0,2.5,4.060237229810745,1.0,0.0
933.0,2.5,4.06005987981483,1.0,0.0
934.0,2.5,4.0598818196646285,1.0,0.0
935.0,2.5,4.059703067216386,1.0,0.0
936.0,2.5,4.059523627666805,1.0,0.0
937.0,2.5,4.059343506233953,1.0,0.0
938.0,2.5,4.059162708156519,1.0,0.0
939.0,2.5,4.058981238693309,1.0,0.0
940.0,2.5,4.058799103122527,1.0,0.0
941.0,2.5,4.058616306741245,1.0,0.0
942.0,2.5,4.058432854864801,1.0,0.0
943.0,2.5,4.05824875282633,1.0,0.0
944.0,2.5,4.058064005976207,1.0,0.0
945.0,2.5,4.057878619681599,1.0,0.0
946.0,2.5,4.057692599325923,1.0,0.0
947.0,2.5,4.05750595030854,1.0,0.0
948.0,2.5,4.0573186780442025,1.0,0.0
949.0,2.5,4.057130787962739,1.0,0.0
950.0,2.5,4.056942285508683,1.0,0.0
951.0,2.5,4.0567531761408,1.0,0.0
952.0,2.5,4.056563465331922,1.0,0.0
953.0,2.5,4.056373158568492,1.0,0.0
954.0,2.5,4.056182249396747,1.0,0.0
955.0,2.5,4.055990746503981,1.0,0.0
956.0,2.5,4.055798660633878,1.0,0.0
957.0,2.5,4.055605997033133,1.0,0.0
958.0,2.5,4.05541276094956,1.0,0.0
959.0,2.5,4.055218957631721,1.0,0.0
960.0,2.5,4.055024592328643,1.0,0.0
961.0,2.5,4.054829670289562,1.0,0.0
962.0,2.5,4.054634196763572,1.0,0.0
963.0,2.5,4.054438176999461,1.0,0.0
964.0,2.5,4.054241616245413,1.0,0.0
965.0,2.5,4.054044519748825,1.0,0.0
966.0,2.5,4.053846892756033,1.0,0.0
967.0,2.5,4.053648740512184,1.0,0.0
968.0,2.5,4.0534500682609895,1.0,0.0
969.0,2.5,4.05325088124461,1.0,0.0
970.0,2.5,4.053051184703445,1.0,0.0
971.0,2.5,4.0528509838760245,1.0,0.0
972.0,2.5,4.052650283998865,1.0,0.0
973.0,2.5,4.05244909030632,1.0,0.0
974.0,2.5,4.052247408030486,1.0,0.0
975.0,2.5,4.052045239239031,1.0,0.0
976.0,2.5,4.051842589327295,1.0,0.0
977.0,2.5,4.051639465184019,1.0,0.0
978.0,2.5,4.051435871888983,1.0,0.0
979.0,2.5,4.051231814512316,1.0,0.0
980.0,2.5,4.051027298114285,1.0,0.0
981.0,2.5,4.0508223277452835,1.0,0.0
982.0,2.5,4.050616908445679,1.0,0.0
983.0,2.5,4.050411045245694,1.0,0.0
984.0,2.5,4.050204743165406,1.0,0.0
985.0,2.5,4.049998007214599,1.0,0.0
986.0,2.5,4.0497908423927385,1.0,0.0
987.0,2.5,4.049583253688934,1.0,0.0
988.0,2.5,4.049375246081811,1.0,0.0
989.0,2.5,4.049166824539588,1.0,0.0
990.0,2.5,4.048957994019945,1.0,0.0
990.000000001,0.0,4.066274523105717,1.0,1.0
991.0,0.0,4.067511739204034,1.0,1.0
992.0,0.0,4.068650009253588,1.0,1.0
993.0,0.0,4.0696997147561635,1.0,1.0
994.0,0.0,4.070670124553682,1.0,1.0
995.0,0.0,4.0715693731808384,1.0,1.0
996.0,0.0,4.072404508687583,1.0,1.0
997.0,0.0,4.073181636025303,1.0,1.0
998.0,0.0,4.0739062339845,1.0,1.0
999.0,0.0,4.074584320156081,1.0,1.0
1000.0,0.0,4.075218792981734,1.0,1.0
1001.0,0.0,4.07581509928771,1.0,1.0
1002.0,0.0,4.0763762026188575,1.0,1.0
1003.0,0.0,4.0769049131918,1.0,1.0
1004.0,0.0,4.077404780641758,1.0,1.0
1005.0,0.0,4.077877158490983,1.0,1.0
1006.0,0.0,4.07832509236538,1.0,1.0
1007.0,0.0,4.0787501488805855,1.0,1.0
1008.0,0.0,4.079154052977803,1.0,1.0
1009.0,0.0,4.079538687437624,1.0,1.0
1010.0,0.0,4.0799050326547475,1.0,1.0
1011.0,0.0,4.080254786713908,1.0,1.0
1012.0,0.0,4.080588888736091,1.0,1.0
1013.0,0.0,4.080908472259136,1.0,1.0
1014.0,0.0,4.081214603883834,1.0,1.0
1015.0,0.0,4.081507905298471,1.0,1.0
1016.0,0.0,4.0817893903723315,1.0,1.0
1017.0,0.0,4.082059896227781,1.0,1.0
1018.0,0.0,4.082320048210548,1.0,1.0
1019.0,0.0,4.082570341984091,1.0,1.0
1020.0,0.0,4.082811496044326,1.0,1.0
1021.0,0.0,4.083044069852036,1.0,1.0
1022.0,0.0,4.083268510883889,1.0,1.0
1023.0,0.0,4.083485244294439,1.0,1.0
1024.0,0.0,4.083694693278856,1.0,1.0
1025.0,0.0,4.08389721605856,1.0,1.0
1026.0,0.0,4.0840933422143015,1.0,1.0
1027.0,0.0,4.08428335109877,1.0,1.0
1028.0,0.0,4.084467487019907,1.0,1.0
1029.0,0.0,4.084645991753886,1.0,1.0
1030.0,0.0,4.084819072696092,1.0,1.0
1031.0,0.0,4.084986904340376,1.0,1.0
1032.0,0.0,4.085149911007361,1.0,1.0
1033.0,0.0,4.085308604700753,1.0,1.0
1034.0,0.0,4.08546285585263,1.0,1.0
1035.0,0.0,4.0856128132306715,1.0,1.0
1036.0,0.0,4.08575860412488,1.0,1.0
1037.0,0.0,4.085900335197976,1.0,1.0
1038.0,0.0,4.086038098836824,1.0,1.0
1039.0,0.0,4.08617270770479,1.0,1.0
1040.0,0.0,4.086303863559995,1.0,1.0
1041.0,0.0,4.086431684092347,1.0,1.0
1042.0,0.0,4.086556275849842,1.0,1.0
1043.0,0.0,4.086677734646073,1.0,1.0
1044.0,0.0,4.0867961459470274,1.0,1.0
1045.0,0.0,4.086911791390844,1.0,1.0
1046.0,0.0,4.08702481724515,1.0,1.0
1047.0,0.0,4.087135220618481,1.0,1.0
1048.0,0.0,4.0872430942025275,1.0,1.0
1049.0,0.0,4.087348524979184,1.0,1.0
1050.0,0.0,4.087451594413944,1.0,1.0
1051.0,0.0,4.087552393836369,1.0,1.0
1052.0,0.0,4.0876510648822855,1.0,1.0
1053.0,0.0,4.087747639120805,1.0,1.0
1054.0,0.0,4.08784218853943,1.0,1.0
1055.0,0.0,4.087934781211356,1.0,1.0
1056.0,0.0,4.088025481420903,1.0,1.0
1057.0,0.0,4.088114349783614,1.0,1.0
1058.0,0.0,4.088201455845237,1.0,1.0
1059.0,0.0,4.088286851571946,1.0,1.0
1060.0,0.0,4.088370586763548,1.0,1.0
1061.0,0.0,4.088452710494326,1.0,1.0
1062.0,0.0,4.088533268835792,1.0,1.0
1063.0,0.0,4.088612304946186,1.0,1.0
1064.0,0.0,4.08868988445602,1.0,1.0
1065.0,0.0,4.088766078305341,1.0,1.0
1066.0,0.0,4.0888408949833455,1.0,1.0
1067.0,0.0,4.088914370653588,1.0,1.0
1068.0,0.0,4.088986538911817,1.0,1.0
1069.0,0.0,4.089057430858544,1.0,1.0
1070.0,0.0,4.089127075168416,1.0,1.0
1071.0,0.0,4.0891954981568714,1.0,1.0
1072.0,0.0,4.089262723844032,1.0,1.0
1073.0,0.0,4.089328774015838,1.0,1.0
1074.0,0.0,4.089393689368266,1.0,1.0
1075.0,0.0,4.089457657266609,1.0,1.0
1076.0,0.0,4.0895205732893665,1.0,1.0
1077.0,0.0,4.089582460509208,1.0,1.0
1078.0,0.0,4.089643340419053,1.0,1.0
1079.0,0.0,4.089703232972178,1.0,1.0
1080.0,0.0,4.089762156620776,1.0,1.0
1081.0,0.0,4.089820128353002,1.0,1.0
1082.0,0.0,4.089877163728433,1.0,1.0
1083.0,0.0,4.0899332769123,1.0,1.0
1084.0,0.0,4.089988480708047,1.0,1.0
1085.0,0.0,4.090042942961702,1.0,1.0
1086.0,0.0,4.090096605343914,1.0,1.0
1087.0,0.0,4.09014946085848,1.0,1.0
1088.0,0.0,4.0902015264805796,1.0,1.0
1089.0,0.0,4.090252818381426,1.0,1.0
1090.0,0.0,4.090303351946826,1.0,1.0
1091.0,0.0,4.090353141795051,1.0,1.0
1092.0,0.0,4.090402201794179,1.0,1.0
1093.0,0.0,4.090450545078762,1.0,1.0
1094.0,0.0,4.090498184065852,1.0,1.0
1095.0,0.0,4.09054517636494,1.0,1.0
1096.0,0.0,4.090591544875099,1.0,1.0
1097.0,0.0,4.090637274177523,1.0,1.0
1098.0,0.0,4.090682378239904,1.0,1.0
1099.0,0.0,4.090726870582236,1.0,1.0
1100.0,0.0,4.090770764286746,1.0,1.0
1101.0,0.0,4.090814072007476,1.0,1.0
1102.0,0.0,4.0908568059794765,1.0,1.0
1103.0,0.0,4.09089897802794,1.0,1.0
1104.0,0.0,4.090940599576809,1.0,1.0
1105.0,0.0,4.090981683409852,1.0,1.0
1106.0,0.0,4.091022245792877,1.0,1.0
1107.0,0.0,4.091062295272398,1.0,1.0
1108.0,0.0,4.091101843141846,1.0,1.0
1109.0,0.0,4.091140900448937,1.0,1.0
1110.0,0.0,4.091179478000868,1.0,1.0
1110.000000001,-2.5,4.108685027099113,1.0,2.0
1111.0,-2.5,4.109249145264736,1.0,2.0
1112.0,-2.5,4.109756288211877,1.0,2.0
1113.0,-2.5,4.110216306657217,1.0,2.0
1114.0,-2.5,4.11063679848971,1.0,2.0
1115.0,-2.5,4.111024144279855,1.0,2.0
1116.0,-2.5,4.111383688693465,1.0,2.0
1117.0,-2.5,4.111719910353336,1.0,2.0
1118.0,-2.5,4.112036627838165,1.0,2.0
1119.0,-2.5,4.1123374513584645,1.0,2.0
1120.0,-2.5,4.112624703713546,1.0,2.0
1121.0,-2.5,4.112901264842645,1.0,2.0
1122.0,-2.5,4.113169023059253,1.0,2.0
1123.0,-2.5,4.113429662109631,1.0,2.0
1124.0,-2.5,4.1136849705905485,1.0,2.0
1125.0,-2.5,4.11393590218169,1.0,2.0
1126.0,-2.5,4.114183898556045,1.0,2.0
1127.0,-2.5,4.114429812580923,1.0,2.0
1128.0,-2.5,4.114674508933649,1.0,2.0
1129.0,-2.5,4.114918858556363,1.0,2.0
1130.0,-2.5,4.115163355133316,1.0,2.0
1131.0,-2.5,4.115408750813659,1.0,2.0
1132.0,-2.5,4.115655457774607,1.0,2.0
1133.0,-2.5,4.115903970540377,1.0,2.0
1134.0,-2.5,4.116154731935361,1.0,2.0
1135.0,-2.5,4.1164079747050675,1.0,2.0
1136.0,-2.5,4.116664113153866,1.0,2.0
